Descriá∆o;Preáo;Estoque Dispon°vel;Custo Unit†rio;Custo Total;Preáo Total;C¢digo;Categoria;Unidade;Fornecedor Principal;Estoque Min.;Estoque Max.;Abaixo Min.;Repor;Pràmio ?;Pontos Nec.;Markup %;NCM;C¢digo Extra;C¢digo Ref.;Marca;Tributaá∆o;CEST;Peso L°q.;Peso Bruto;Inclu°do em;Alterado em;Alterado por;Comiss∆o;Localizacao
LUVA DE MALHA PIGMENTADA PRETA;R$ 4,20;5,;R$ 2,90;R$ 14,50;R$ 21,00;520;MATERIAL DE LIMPEZA;;;0;0;s/m;;N∆o;;;22011000   AGUA MINERAL/GASEIFN/ADICIONACUCAR,N/AROMATIZADA,E;;;;;;;;03/01/2017 16:45:26;06/10/2020 11:32:44;admin;;
LUVA DE PROCEDIMENTO GRANDE - MARCA : SUPERMAX OU MEDIX - CAIXA COM 100 UNIDADES;R$ 89,90;152,;R$ 62,00;R$ 9.424,00;R$ 13.664,80;261;MATERIAL HOSPITALAR;;;50;3000;N∆o;;N∆o;;45;40151100   LUVAS P/CIRURGIA,DE BORRACHA VULCANIZADA,N/ENDUREC;;;;;;;;11/06/2014 16:29:14;27/11/2020 17:01:21;admin;;
LUVA DE PROCEDIMENTO MêDIA - MARCA : MEDIX OU SUPERMAX - CAIXA COM 100 UNIDADES;R$ 89,90;583,;R$ 62,00;R$ 36.146,00;R$ 52.411,70;45;MATERIAL HOSPITALAR;;;50;3000;N∆o;;N∆o;;45;40151900   OUTRAS LUVAS DE BORRACHA VULCANIZADA,NAO ENDURECID;;;;;;;;27/03/2014 20:06:11;26/01/2021 09:03:04;admin;;
LUVA DE PROCEDIMENTO PEQUENA - MARCA : LEMGRUBER - CAIXA COM 100 UNIDADES;R$ 89,90;725,;R$ 62,00;R$ 44.950,00;R$ 65.177,50;42;MATERIAL HOSPITALAR;;;40;1000;N∆o;;N∆o;;45;40151900   OUTRAS LUVAS DE BORRACHA VULCANIZADA,NAO ENDURECID;;;;;;;;21/03/2014 21:16:43;27/11/2020 17:00:50;admin;;
LUVA DE SILICONE - TAMANHO M;R$ 11,90;6,;R$ 8,50;R$ 51,00;R$ 71,40;242 ;MATERIAL PERMANENTE;;;0;0;s/m;;N∆o;;40;85094010   LIQUIDIFICADOR DE ALIMENTOS,C/MOTOR ELETRUSO DOMES;;;;;;;;04/06/2014 20:57:24;05/10/2020 16:20:57;admin;;
LUVA DE VINIL GRANDE COM P‡ - MARCA : VOLK - CX C/ 100 UND;R$ 11,76;0,;R$ 8,40;R$ 0,00;R$ 0,00;49;MATERIAL HOSPITALAR;;;5;100;Sim;100;N∆o;;40;40151900   OUTRAS LUVAS DE BORRACHA VULCANIZADA,NAO ENDURECID;;;;;;;;01/04/2014 09:56:04;04/05/2020 08:37:01;admin;;
LUVA DESCARTAVEL - PACOTE COM 100 UNIDADES;R$ 6,09;21,;R$ 4,20;R$ 88,20;R$ 127,89;425;MATERIAL DESCARTAVEL;;;0;0;s/m;;N∆o;;45;40151900   OUTRAS LUVAS DE BORRACHA VULCANIZADA,NAO ENDURECID;;;;;;;;13/10/2015 09:14:34;01/02/2021 14:19:15;admin;;
LUVA NITRILICA TAMANHO GRANDE - MARCA : VOLK - VERDE;R$ 8,22;240,;R$ 5,67;R$ 1.360,80;R$ 1.972,80;429;MATERIAL DE LIMPEZA;;;0;0;s/m;;N∆o;;;40151900   OUTRAS LUVAS DE BORRACHA VULCANIZADA,NAO ENDURECID;;;;;;;;30/10/2015 14:45:20;12/01/2021 17:06:24;admin;;
LUVA NITRILICA TAMANHO MEDIO - MARCA : VOLK - VERDE;R$ 8,22;120,;R$ 5,67;R$ 680,40;R$ 986,40;292;MATERIAL HOSPITALAR;;;50;3000;N∆o;;N∆o;;45;40151900   OUTRAS LUVAS DE BORRACHA VULCANIZADA,NAO ENDURECID;;;;;;;;16/07/2014 22:12:31;12/01/2021 17:06:09;admin;;
LUVA REFORÄADA PRETA TAMANHO GRANDE - MARCA : MUCAMBO;R$ 6,61;75,;R$ 4,56;R$ 342,00;R$ 495,75;141;MATERIAL DE LIMPEZA;;;100;1000;Sim;925;N∆o;;;40151900   OUTRAS LUVAS DE BORRACHA VULCANIZADA,NAO ENDURECID;;;;;;;;14/04/2014 12:05:36;21/09/2020 09:30:59;admin;;
LUVA REFORÄADA PRETA TAMANHO MEDIO - MARCA : MUCAMBO;R$ 6,61;49,;R$ 4,56;R$ 223,44;R$ 323,89;253;MATERIAL DE LIMPEZA;;;100;1000;Sim;951;N∆o;;;40151900   OUTRAS LUVAS DE BORRACHA VULCANIZADA,NAO ENDURECID;;;;;;;;09/06/2014 10:23:08;21/09/2020 09:30:51;admin;;
LUVA TAMANHO GRANDE - MARCA : MUCAMBO - AMARELA;R$ 4,81;0,;R$ 3,32;R$ 0,00;R$ 0,00;252;MATERIAL DE LIMPEZA;;;100;1000;Sim;1000;N∆o;;;40151900   OUTRAS LUVAS DE BORRACHA VULCANIZADA,NAO ENDURECID;;;;;;;;09/06/2014 10:21:58;17/09/2020 13:36:18;admin;;
LUVA TAMANHO GRANDE - MARCA : MUCAMBO - VERDE;R$ 5,22;26,;R$ 3,73;R$ 96,98;R$ 135,72;254;MATERIAL DE LIMPEZA;;;100;1000;Sim;974;N∆o;;40;40151900   OUTRAS LUVAS DE BORRACHA VULCANIZADA,NAO ENDURECID;;;;;;;;09/06/2014 10:24:59;17/09/2020 13:36:37;admin;;
LUVA TAMANHO GRANDE SLIM - MARCA : VOLK AMARELA;R$ 3,40;102,;R$ 2,35;R$ 239,70;R$ 346,80;323;MATERIAL DE LIMPEZA;;;100;1000;N∆o;;N∆o;;;40151900   OUTRAS LUVAS DE BORRACHA VULCANIZADA,NAO ENDURECID;;;;;;;;29/08/2014 14:06:07;13/10/2020 09:35:46;admin;;
LUVA TAMANHO GRANDE VERNIZ - MARCA : VOLK ;R$ 5,61;96,;R$ 3,87;R$ 371,52;R$ 538,56;144;MATERIAL DE LIMPEZA;;;100;1000;Sim;904;N∆o;;;40151900   OUTRAS LUVAS DE BORRACHA VULCANIZADA,NAO ENDURECID;;;;;;;;14/04/2014 12:07:53;12/01/2021 17:05:47;admin;;
LUVA TAMANHO MêDIA - MARCA : MUCAMBO - AMARELA;R$ 4,81;0,;R$ 3,32;R$ 0,00;R$ 0,00;251;MATERIAL DE LIMPEZA;;;100;1000;Sim;1000;N∆o;;;40151900   OUTRAS LUVAS DE BORRACHA VULCANIZADA,NAO ENDURECID;;;;;;;;09/06/2014 10:11:19;17/09/2020 13:36:50;admin;;
LUVA TAMANHO MêDIA - MARCA : MUCAMBO - AZUL;R$ 2,17;0,;R$ 1,50;R$ 0,00;R$ 0,00;321;MATERIAL DE LIMPEZA;;;100;1000;Sim;1000;N∆o;;;40151900   OUTRAS LUVAS DE BORRACHA VULCANIZADA,NAO ENDURECID;;;;;;;;28/08/2014 18:58:27;23/07/2020 15:28:12;admin;;
LUVA TAMANHO MEDIA - MARCA : MUCAMBO - VERDE;R$ 5,40;4,;R$ 3,73;R$ 14,92;R$ 21,60;142;MATERIAL DE LIMPEZA;;;100;1000;Sim;996;N∆o;;;40151900   OUTRAS LUVAS DE BORRACHA VULCANIZADA,NAO ENDURECID;;;;;;;;14/04/2014 12:06:09;21/09/2020 09:30:23;admin;;
LUVA TAMANHO MêDIA SLM - MARCA : VOLK - AMARELA;R$ 3,40;-7,;R$ 2,35;-R$ 16,45;-R$ 23,80;143;MATERIAL DE LIMPEZA;;;100;1000;Sim;1007;N∆o;;;40151900   OUTRAS LUVAS DE BORRACHA VULCANIZADA,NAO ENDURECID;;;;;;;;14/04/2014 12:07:03;12/01/2021 17:04:35;admin;;
LUVA TAMANHO MEDIO VERNIZ - MARCA : VOLK ;R$ 5,61;32,;R$ 3,87;R$ 123,84;R$ 179,52;146;MATERIAL DE LIMPEZA;;;100;1000;Sim;968;N∆o;;;40151900   OUTRAS LUVAS DE BORRACHA VULCANIZADA,NAO ENDURECID;;;;;;;;14/04/2014 12:10:50;12/01/2021 17:05:27;admin;;
LUVA TAMANHO PEQUENA - MARCA : VOLK - AMARELA;R$ 3,40;432,;R$ 2,35;R$ 1.015,20;R$ 1.468,80;430;MATERIAL DE LIMPEZA;;;0;0;s/m;;N∆o;;;40151900   OUTRAS LUVAS DE BORRACHA VULCANIZADA,NAO ENDURECID;;;;;;;;30/10/2015 14:44:28;12/01/2021 17:04:15;admin;;
MANGUEIRA PARA JARDIM DE 10 METROS ;R$ 18,00;1,;;R$ 0,00;R$ 18,00;490;MATERIAL PLASTICO;;;0;0;s/m;;N∆o;;;59090000   MANGUEIRAS E TUBOS SEMELHANTES,DE MATERIAS TEXTEIS;;;;;;;;14/10/2016 20:04:53;23/05/2018 10:47:35;admin;;
MANGUEIRA PARA JARDIM DE 15 METROS ;R$ 25,00;4,;;R$ 0,00;R$ 100,00;489;MATERIAL PLASTICO;;;0;0;s/m;;N∆o;;;59090000   MANGUEIRAS E TUBOS SEMELHANTES,DE MATERIAS TEXTEIS;;;;;;;;14/10/2016 20:05:06;23/05/2018 10:48:12;admin;;
MANGUEIRA PARA JARDIM DE 20 METROS ;R$ 35,00;4,;;R$ 0,00;R$ 140,00;488;MATERIAL PLASTICO;;;0;0;s/m;;N∆o;;;59090000   MANGUEIRAS E TUBOS SEMELHANTES,DE MATERIAS TEXTEIS;;;;;;;;14/10/2016 20:05:20;23/05/2018 10:48:34;admin;;
MASCARA DESC. COM ELASTICO - MARCA : DESCARBOX - CAIXA COM 50 UNIDADES;R$ 41,23;81,;R$ 28,44;R$ 2.303,64;R$ 3.339,63;485;MATERIAL HOSPITALAR;;;10;2000;N∆o;;N∆o;;;63079010   OUTROS ARTEFATOS CONFECCIONADOS,DE FALSO TECIDO;;;;;;;;13/10/2016 18:49:09;27/01/2021 08:16:55;admin;;
MASCARA N95 - MARCA : ECOMAX OU NUTRIEX- UNIDADE;R$ 10,15;1163,;R$ 7,00;R$ 8.141,00;R$ 11.804,45;477;MATERIAL HOSPITALAR;;;10;1000;N∆o;;N∆o;;;63079010   OUTROS ARTEFATOS CONFECCIONADOS,DE FALSO TECIDO;;;;;;;;20/09/2016 10:36:37;08/11/2020 10:45:10;admin;;
MESA PLASTICA;R$ 50,54;22,;R$ 34,86;R$ 766,92;R$ 1.111,88;192;MATERIAL PLASTICO;;;0;0;s/m;;N∆o;;;94037000   MOVEIS DE PLASTICOS;;;;;;;;12/05/2014 09:22:08;16/08/2019 16:20:54;admin;;
MONITOR DE 18 POLEGADAS - MARCA : AOC;R$ 426,15;4,;R$ 293,90;R$ 1.175,60;R$ 1.704,60;513;MATERIAL PERMANENTE;;;0;0;s/m;;N∆o;;;85282190   OUTROS MONITORES DE VIDEO,A CORES;;;;;;;;08/12/2016 18:11:10;23/05/2018 10:54:28;admin;;
MOP ESFREG«O - MARCA : BETANIN;R$ 9,86;99,;R$ 6,80;R$ 673,20;R$ 976,14;311;MATERIAL DE LIMPEZA;;;10;100;N∆o;;N∆o;;;63071000   RODILHAS,ESFREGOES E OUTSARTEFATOS CONFECCDE LIMPE;;;;;;;;07/08/2014 21:14:38;03/12/2020 14:24:02;admin;;
MOP P‡ DE 60 cm - MARCA : BRALIMPIA;R$ 39,15;0,;R$ 27,00;R$ 0,00;R$ 0,00;309;MATERIAL DE LIMPEZA;;;0;0;s/m;;N∆o;;;85171100   APARSTELEFONPOR FIO COM 1 APARELHO TELEFPORTATS/FI;;;;;;;;06/08/2014 14:44:58;08/09/2020 14:54:29;admin;;
MOUSE ∑ LASER - MARCA : MULTILASER;R$ 10,87;30,;R$ 7,50;R$ 225,00;R$ 326,10;514;MATERIAL PERMANENTE;;;0;0;s/m;;N∆o;;;84716053   INDICADORES/APONTADORES,P/MAQUINAS AUTOMATPROCDADO;;;;;;;;08/12/2016 18:12:14;23/05/2018 10:55:58;admin;;
MULTKOM LIMPEZA PESADA - 5 LITROS;R$ 28,00;0,;R$ 20,00;R$ 0,00;R$ 0,00;416;;;;0;0;s/m;;N∆o;;40;48171000   ENVELOPES DE PAPEL OU CARTAO;;;;;;;;10/09/2015 16:53:24;07/12/2020 08:34:39;admin;;
NAFTALINA EM BOLA DE 30 g - MARCA : ORIENTAL;R$ 1,37;200,;R$ 0,95;R$ 190,00;R$ 274,00;465;MATERIAL HOSPITALAR;;;30;2000;N∆o;;N∆o;;;30059090   OUTSPASTAS,GAZES,SEMELHP/USO MEDICINAL,CIRURGICO,E;;;;;;;;20/06/2017 18:47:21;01/02/2021 17:41:35;admin;;
NOBREAK 700 VA - MARCA : NEW STATION;R$ 449,69;3,;R$ 281,06;R$ 843,18;R$ 1.349,07;305;MATERIAL DE INFORMATICA;;;0;0;s/m;;N∆o;;60;85044040   EQUIPAMENTO DE ALIMENTININTERRUPTA DE ENERGIA ELET;;;;;;;;01/08/2014 15:59:37;23/05/2018 10:56:26;admin;;
OLEO DE PEROBA 100 ml ;R$ 7,71;12,;R$ 5,32;R$ 63,84;R$ 92,52;83;MATERIAL DE LIMPEZA;;;5;2000;N∆o;;N∆o;;;33012200   OLEO ESSENCIAL,DE JASMIM;;;;;;;;02/04/2014 21:48:25;13/01/2021 15:39:40;admin;;
Pµ COLETORA - MARCA : BETTANIN;R$ 35,52;34,;R$ 24,50;R$ 833,00;R$ 1.207,68;297;MATERIAL DE LIMPEZA;;;0;0;s/m;;N∆o;;;82011000   PAS DE METAIS COMUNS;;;;;;;;28/07/2014 13:27:13;06/11/2020 17:37:26;admin;;
Pµ DE LIXO DE PLASTICO - MARCA : URANUS;R$ 3,85;52,;R$ 2,66;R$ 138,32;R$ 200,20;337;MATERIAL DE LIMPEZA;;;50;1000;N∆o;;N∆o;;;82011000   PAS DE METAIS COMUNS;;;;;;;;26/09/2014 11:59:27;28/10/2019 09:21:42;admin;;
Pµ DE LIXO DE ZINCO - MARCA : URANUS;R$ 3,65;788,;R$ 2,52;R$ 1.985,76;R$ 2.876,20;153;MATERIAL DE LIMPEZA;;;50;1000;N∆o;;N∆o;;;82011000   PAS DE METAIS COMUNS;;;;;;;;15/04/2014 11:34:52;23/05/2018 11:03:02;admin;;
PALHA DE AÄO Nß 01 - MARCA : AÄO BOM;R$ 0,66;4880,;R$ 0,46;R$ 2.244,80;R$ 3.220,80;319;MATERIAL DE LIMPEZA;;;10;1000;N∆o;;N∆o;;;73231000   PALHAS,ESPONJAS,ETCDE FERRO/ACO,P/LIMPEZA/POLIMENT;;;;;;;;26/08/2014 11:34:40;13/10/2020 09:20:18;admin;;
PALHA DE AÄO Nß 02 - MARCA : AÄO BOM;R$ 0,62;5320,;R$ 0,43;R$ 2.287,60;R$ 3.298,40;341;MATERIAL DE LIMPEZA;;;10;1000;N∆o;;N∆o;;;73231000   PALHAS,ESPONJAS,ETCDE FERRO/ACO,P/LIMPEZA/POLIMENT;;;;;;;;18/09/2014 15:06:15;14/08/2020 09:46:33;admin;;
PALITO DE DENTE - MARCA : PALITEX - CAIXA COM 100 UNIDADES;R$ 0,29;1051,;R$ 0,20;R$ 210,20;R$ 304,79;167;MATERIAL DESCARTAVEL;;;100;3000;N∆o;;N∆o;;;44219000   OUTRAS OBRAS DE MADEIRA;;;;;;;;25/04/2014 15:52:31;23/05/2018 11:05:34;admin;;
PANO DE CH«O AMARELO - MARCA : TECELAGEM S«O CRISTOV«O;R$ 1,68;0,;R$ 1,16;R$ 0,00;R$ 0,00;203;MATERIAL DE LIMPEZA;;;50;3000;Sim;3000;N∆o;;;63071000   RODILHAS,ESFREGOES E OUTSARTEFATOS CONFECCDE LIMPE;;;;;;;;13/05/2014 10:10:45;23/05/2018 11:06:13;admin;;
PANO DE CH«O BRANCO - TIPO P - TAM. 40 x 62 cm - MARCA : BRULIMP;R$ 2,39;22,;R$ 1,65;R$ 36,30;R$ 52,58;177;MATERIAL DE LIMPEZA;;;100;4000;Sim;3978;N∆o;;;63071000   RODILHAS,ESFREGOES E OUTSARTEFATOS CONFECCDE LIMPE;;;;;;;;29/04/2014 12:55:01;27/01/2021 17:52:42;admin;;
PANO DE CH«O BRANCO - TIPO P- TAM . 42 X 70 cm - ALLMETEX;R$ 2,16;350,;R$ 1,49;R$ 521,50;R$ 756,00;173;MATERIAL DE LIMPEZA;;;100;3000;N∆o;;N∆o;;;63071000   RODILHAS,ESFREGOES E OUTSARTEFATOS CONFECCDE LIMPE;;;;;;;;29/04/2014 12:53:13;18/01/2021 14:50:11;admin;;
PANO DE CH«O BRANCO TIPO M TAMANHO 48 x 76 cm - MARCA : BRULIMP;R$ 5,00;234,;R$ 3,45;R$ 807,30;R$ 1.170,00;300;MATERIAL DE LIMPEZA;;;0;0;s/m;;N∆o;;45;85165000   FORNOS DE MICROONDAS;;;;;;;;28/07/2014 13:30:05;04/12/2020 09:50:34;admin;;
PANO DE PRATO COLORIDO - MARCA : DANTEX;R$ 1,45;98,;R$ 1,00;R$ 98,00;R$ 142,10;209;MATERIAL DE LIMPEZA;;;50;200;N∆o;;N∆o;;;63071000   RODILHAS,ESFREGOES E OUTSARTEFATOS CONFECCDE LIMPE;;;;;;;;13/05/2014 10:19:38;03/12/2020 14:22:53;admin;;
PANO DE PRATO TIPO A  - MARCA : BRULIMP ;R$ 2,05;121,;R$ 1,42;R$ 171,82;R$ 248,05;273;MATERIAL HOSPITALAR;;;20;1000;N∆o;;N∆o;;;65069900   CHAPEUS E OUTROS ARTEFSDE OUTROS MATERIAS,EXCDE MA;;;;;;;;26/06/2014 16:27:02;03/12/2020 14:21:09;admin;;
PANO PARA LIMPEZA PERFLEX ;R$ 7,42;0,;R$ 5,30;R$ 0,00;R$ 0,00;526;MATERIAL PLASTICO;;;30;100;Sim;100;N∆o;;40;34012090   OUTROS SABOES;;;;;;;;28/03/2017 10:45:22;28/09/2020 14:47:08;admin;;
PANO PARA LIMPEZA TAM. 30 x 300 M - MARCA : BETTANIN;R$ 139,20;10,;R$ 96,00;R$ 960,00;R$ 1.392,00;176;MATERIAL DE LIMPEZA;;;100;3000;Sim;2990;N∆o;;;56031290   FALSOS TECIDOS DE OUTROS FILAMSINT/ARTIF25<P<=70G/;;;;;;;;29/04/2014 12:54:38;19/05/2020 12:37:54;admin;;
PAPEL A4 - MARCA : COPYMAX;R$ 20,96;540,;R$ 14,46;R$ 7.808,40;R$ 11.318,40;155;MATERIAL DE EXPEDIENTE;;;100;2000;N∆o;;N∆o;;;48053000   PAPEL SULFITO P/EMBALAGEM,N/REVESTIDO,EM ROLOS/FOL;;;;;;;;22/04/2014 08:03:25;08/10/2020 15:36:07;admin;;
PAPEL ALUMINIO 30 cm x 7,5 M - MARCA : WYDA;R$ 4,06;18,;R$ 2,80;R$ 50,40;R$ 73,08;316;MATERIAL HOSPITALAR;;;250;20000;Sim;19982;N∆o;;;76071990   OUTRAS FOLHAS E TIRAS,DE ALUMINIO,S/SUPORTE,ESP<=0;;;;;;;;15/08/2014 15:50:50;20/05/2020 16:20:39;admin;;
PAPEL ALUMINIO 45 cm X 7,5;R$ 5,58;5,;R$ 3,85;R$ 19,25;R$ 27,90;257;MATERIAL DESCARTAVEL;;;500;10000;Sim;9995;N∆o;;;48171000   ENVELOPES DE PAPEL OU CARTAO;;;;;;;;10/06/2014 08:30:00;12/11/2020 16:48:05;admin;;
PAPEL HIGIENICO 100 % CELULOSE DE 300 Metros - ROLO - MARCA: SUPREMO;R$ 6,09;104,;R$ 4,20;R$ 436,80;R$ 633,36;360;MATERIAL DE LIMPEZA;;;100;2000;N∆o;;N∆o;;;48181000   PAPEL HIGIENICO;;;;;;;;20/11/2014 09:51:28;20/01/2021 09:50:25;admin;;
PAPEL HIGIENICO FOLHA DUPLA - ROLO - VELUD;R$ 1,27;280,;R$ 0,88;R$ 246,40;R$ 355,60;23;MATERIAL DE LIMPEZA;;;500;20000;Sim;19720;N∆o;;;48181000   PAPEL HIGIENICO;;;;;;;;21/03/2014 18:51:20;30/11/2020 07:21:22;admin;;
PAPEL HIGIENICO FOLHA DUPLA ROLO - TWO;R$ 1,14;4132,;R$ 0,79;R$ 3.264,28;R$ 4.710,48;353;MATERIAL DE LIMPEZA;;;0;0;s/m;;N∆o;;;83059000   MOLAS P/PAPEIS,OUTSOBJSDE ESCRITORIO,DE METAIS COM;;;;;;;;21/10/2014 12:56:38;06/11/2020 17:04:59;admin;;
PAPEL HIGIENICO FOLHA SIMPLES ROLO - CONFOFEX;R$ 0,62;5816,;R$ 0,43;R$ 2.500,88;R$ 3.605,92;345;MATERIAL DE LIMPEZA;;;0;0;s/m;;N∆o;;;83059000   MOLAS P/PAPEIS,OUTSOBJSDE ESCRITORIO,DE METAIS COM;;;;;;;;02/10/2014 13:20:07;06/11/2020 17:05:08;admin;;
PAPEL HIGIENICO NEUTRO DE 300 Metros - ROLO - MARCA : SILVER;R$ 5,00;696,;R$ 3,45;R$ 2.401,20;R$ 3.480,00;93;MATERIAL DE LIMPEZA;;;100;1000;N∆o;;N∆o;;;48181000   PAPEL HIGIENICO;;;;;;;;03/04/2014 12:24:13;22/12/2020 08:42:27;admin;;
PAPEL HIGIENICO SOFT - MARCA : FAMILIAR - ROLO;R$ 0,56;2316,;R$ 0,39;R$ 903,24;R$ 1.296,96;0;MATERIAL DESCARTAVEL;;;500;20000;N∆o;;N∆o;;;48181000   PAPEL HIGIENICO;;;;;;;;04/04/2014 19:14:30;06/07/2020 18:13:03;admin;;
PAPEL HIGIENICO SUPREMO - MARCA : FAMILIAR - ROLO;R$ 0,78;3608,;R$ 0,54;R$ 1.948,32;R$ 2.814,24;122;MATERIAL DESCARTAVEL;;;500;20000;N∆o;;N∆o;;;48181000   PAPEL HIGIENICO;;;;;;;;08/04/2014 08:50:47;04/11/2020 15:35:04;admin;;
PAPEL HIGIENICO SUPREMO 60 Metros - MARCA - FAMILIAR;R$ 1,37;5147,;R$ 0,95;R$ 4.889,65;R$ 7.051,39;121;MATERIAL DE LIMPEZA;;;100;2000;N∆o;;N∆o;;;48181000   PAPEL HIGIENICO;;;;;;;;08/04/2014 08:49:47;23/05/2018 11:11:25;admin;;
PAPEL TOALHA 100% CELULOSE 23 x 21 cm 900 FOLHAS - MARCA : MULTIPELL;R$ 11,90;213,;R$ 8,50;R$ 1.810,50;R$ 2.534,70;169;MATERIAL DE LIMPEZA;;;50;1000;N∆o;;N∆o;;40;48183000   TOALHAS E GUARDANAPOS,DE PAPEL,DE MESA;;;;;;;;25/04/2014 15:54:17;22/12/2020 09:01:05;admin;;
PAPEL TOALHA 100% CELULOSE COM 700 FOLHAS - MARCA : ANGRA;R$ 8,55;0,;R$ 6,11;R$ 0,00;R$ 0,00;0180;MATERIAL HOSPITALAR;;;50;2000;Sim;2000;N∆o;;40;30051090   OUTSPENSOS ADESIVOS,ARTIGOS ANALOGOS C/CAMADA ADES;;;;;;;;06/09/2018 16:06:15;06/04/2020 18:04:39;admin;;
PAPEL TOALHA 23 x 21 cm - MARCA : MULTIPELL - 750 FOLHAS;R$ 8,12;396,;R$ 5,80;R$ 2.296,80;R$ 3.215,52;94;MATERIAL DESCARTAVEL;;;30;200;N∆o;;N∆o;;40;48183000   TOALHAS E GUARDANAPOS,DE PAPEL,DE MESA;;;;;;;;03/04/2014 13:19:18;25/01/2021 14:33:10;admin;;
PAPEL TOALHA 23 x 21 cm 2.000 FOLHAS - BRANCO - MARCA : MAXX;R$ 28,26;564,;R$ 19,49;R$ 10.992,36;R$ 15.938,64;09;MATERIAL DE LIMPEZA;;;50;1000;N∆o;;N∆o;;;48183000   TOALHAS E GUARDANAPOS,DE PAPEL,DE MESA;;;;;;;;20/03/2014 13:30:44;29/01/2021 15:42:25;admin;;
PAPEL TOALHA BOBINA PACOTE COM 02 ROLOS - MARCA : ABSOLUTO ;R$ 4,13;30,;R$ 2,95;R$ 88,50;R$ 123,90;36;MATERIAL DESCARTAVEL;;;10;1000;N∆o;;N∆o;;40;39232190   OUTROS SACOS,BOLSAS E CARTUCHOS,DE POLIMEROS DE ET;;;;;;;;21/03/2014 19:08:04;06/07/2020 07:33:23;admin;;
PAPEL TOALHA BRANCO 1000 FOLHAS  - MARCA : SF;R$ 10,00;146,;R$ 6,90;R$ 1.007,40;R$ 1.460,00;125;MATERIAL DESCARTAVEL;;;50;1000;N∆o;;N∆o;;;48183000   TOALHAS E GUARDANAPOS,DE PAPEL,DE MESA;;;;;;;;08/04/2014 14:34:52;18/01/2021 14:57:26;admin;;
PAPEL TOALHA EM BOBINA 20 x 100 METROS - MARCA : MAXX;R$ 53,90;10,;R$ 38,50;R$ 385,00;R$ 539,00;75;MATERIAL DESCARTAVEL;;;30;200;Sim;190;N∆o;;40;48183000   TOALHAS E GUARDANAPOS,DE PAPEL,DE MESA;;;;;;;;02/04/2014 17:15:14;27/10/2020 17:11:11;admin;;
PAPEL TOALHA EM BOBINA 20 x 200 METROS - MARCA: MAXX;R$ 78,68;15,;R$ 56,20;R$ 843,00;R$ 1.180,20;451;MATERIAL DESCARTAVEL;;;5;1000;N∆o;;N∆o;;40;48183000   TOALHAS E GUARDANAPOS,DE PAPEL,DE MESA;;;;;;;;26/03/2015 22:31:35;27/10/2020 17:11:38;admin;;
PASTA CRISTAL 500 g;R$ 4,64;72,;R$ 3,32;R$ 239,04;R$ 334,08;44;MATERIAL DE LIMPEZA;;;15;1000;N∆o;;N∆o;;40;34054000   PASTAS,POS E OUTRAS PREPARACOES PARA AREAR;;;;;;;;27/03/2014 14:46:23;01/02/2021 17:41:19;admin;;
PASTA LIMPA ∑ SECO 500 g;R$ 3,50;1,;R$ 2,50;R$ 2,50;R$ 3,50;480;MATERIAL DE LIMPEZA;;;15;1000;Sim;999;N∆o;;40;34029039   OUTRAS PREPARACOES PARA LAVAGEM (DETERGENTES);;;;;;;;13/10/2016 09:30:40;28/01/2021 11:35:06;admin;;
PASTILHA SANITARIA - MARCA : PATO ;R$ 2,17;24,;R$ 1,50;R$ 36,00;R$ 52,08;368;MATERIAL DE LIMPEZA;;;200;3000;Sim;2976;N∆o;;;34029039   OUTRAS PREPARACOES PARA LAVAGEM (DETERGENTES);;;;;;;;09/01/2015 16:29:23;22/12/2020 08:47:36;admin;;
PC LINUX 04 GB E 500 HD  - MARCA : SPACE;R$ 1.005,05;3,;R$ 628,16;R$ 1.884,48;R$ 3.015,15;515;MATERIAL PERMANENTE;;;0;0;s/m;;N∆o;;60;84715010   UNIDPROCDIGITPEQCAPBASE MICROPROCESSFOB<=US$12500;;;;;;;;08/12/2016 18:19:52;23/05/2018 11:19:10;admin;;
PEDRA SANITARIA DE 25 G - MARCA : 2 DE JULHO;R$ 1,30;216,;R$ 0,90;R$ 194,40;R$ 280,80;191;MATERIAL DE LIMPEZA;;;100;3000;N∆o;;N∆o;;45;34022000   PREPARACOES TENSOATIVAS,PARA LAVAGEM E LIMPEZA;;;;;;;;08/05/2014 23:33:15;01/02/2021 17:32:18;admin;;
PEDRA SANITARIA DE 25 g - MARCA : GLADE;R$ 2,53;28,;R$ 1,75;R$ 49,00;R$ 70,84;92;MATERIAL DE LIMPEZA;;;10;1000;N∆o;;N∆o;;;34022000   PREPARACOES TENSOATIVAS,PARA LAVAGEM E LIMPEZA;;;;;;;;02/04/2014 21:56:44;29/12/2020 19:19:35;admin;;
PELICULA ESTICAVEL EM PVC - MARCA : GIROMIX;R$ 123,25;0,;R$ 85,00;R$ 0,00;R$ 0,00;133;MATERIAL DESCARTAVEL;;;0;0;s/m;;N∆o;;;39241000   SERVICOS DE MESA/OUTSARTIGOS MESA/COZINHA,DE PLAST;;;;;;;;11/04/2014 10:39:10;13/01/2021 15:49:04;admin;;
